Text,Biased
"jews and doctors were arrested today at border patrol hq in san diego

the were there demanding that theyd be allowed to give flu vaccinations to the innocent people detained in these concentration facilities

then the army was brought out to arrest them

httpstcoxhjqxgiyae",non-antisemitic
"breaking 
�jews are said to have been subjected to different humiliating and exclusionary behaviour� says oz in this mustread thread below re closing submissions of the jlm to the ehrc httpstcoxfstwnzk",non-antisemitic
"any jews out there joining me in voting republican in  

there is zero reason to vote democrat they just kowt� httpstcosbyhnqvgcu",non-antisemitic
mortonaklein i have never seen rabbijilljacobs ever defend other jews or israel i have no idea who she is and d� httpstcodmrqrtfb,non-antisemitic
pittsburgh cops calmly arrested the heavily armed white supremacist terrorist who murdered  jews�but a black unar� httpstcowhlysihily,non-antisemitic
incitement to the genocide of jews is widespread inside mosques in the us the muslim community must end this hatre� httpstcogzimfeun,non-antisemitic
two teens arrested over antisemitic assault on rabbi where the attackers shouted �f jews� �dirty jew� and �kill the jews� httpstcotkbalgdkt,non-antisemitic
"to be clear the daily stormer openly advocates gassing jews 

it�s especially galling because so much of cpac was� httpstcoybhebtnjt",non-antisemitic
unbelievable  at kings college right now about  students are shouting and screaming at the jews  to free pale� httpstcoaanyfzhm,non-antisemitic
the president of the united states here suggesting that the  of american jews who vote democrat are disloyal� httpstcoerkkqwnaov,non-antisemitic
i am outraged by donald trumps questioning the loyalty of american jews  accusations of disloyalty have often pre� httpstcodridhlupn,non-antisemitic
susan collins please dont pretend your cowardice in the face of trump has anything to do with protecting jews httpstcoafvzcnjkh,non-antisemitic
"has antisemitism saved the jews from extinction by assimilation
httpstcophrkjlqp",non-antisemitic
on this day in  the soviet union executed  soviet jews for espionage treason and nationalist activity� httpstcodqexstc,non-antisemitic
are jews white sometimes but if you dont think white privilege is operating here imagine if malia obama had con� httpstcoyyhamkil,non-antisemitic
�what�s completely unacceptable is for congesswoman omar to target jews in this case stephen miller� jeff ballabo� httpstcozkrspuys,non-antisemitic
jaiastar itme_esor khaliddawas most palestinians surveys say if they ever take over all of palestine the jews mu� httpstcoiajtreig,non-antisemitic
leehendy it also came from persecution of mizrahi jews in mena and from the eternal love of our homeland,non-antisemitic
�world�s oldest nun� who helped hide jews from nazis dies aged  httpstcovxbswfukh,non-antisemitic
anncoulter i dont dislike the jews or israel but i can understand why people dislike  hate them they in a way did this to themselves they created the dislike  hate  and yes it does not help that the un had a hand in this hate,non-antisemitic
rt teapainusa more bad news for the king of the jews httpstcorpoeslexqd,non-antisemitic
british jews pack parliament square to protest against antisemitism ahead of the general election hard to imagine scenes like this prior to  httpstcortoyyal,non-antisemitic
jgreenblattadl potus who among his cult has taken his words to heart and also happens to have assault weapons je� httpstcockxlmfpv,non-antisemitic
why so many jews are voting labour httpstcofosfqqgpx,non-antisemitic
juliaioffe i�m an american jew ampimmigrant fr ussr like yourself it�s unfortunately common for usborn jews to not� httpstcouylqftdri,non-antisemitic
can i just ask a quick question why the hell does everyone try and tear down the jews like i mean holy shit this� httpstcovzvxycxbf,non-antisemitic
happy passover to everyone except jvp inn and jfrej because they would have preferred that we jews stayed enslave� httpstcogktisrk,non-antisemitic
when jews take over a country they kill millions of christians says a realdonaldtrump  supporter arguing again� httpstcohsnydjaa,non-antisemitic
"when the nazis defined jews as a nationality or race instead of a religion their german citizenship was essentially recinded and their rights removed

which is exactly why the kkk white nationalists neonazis and gop are thrilled with trumps jewish declaration httpstcoziicewh",non-antisemitic
i hate comparisons to ww concentration camps  the concentration camps jews endured were beyond imagination  howe� httpstcorcmxgn,non-antisemitic
breaking jews blocking entrance to elizabeth concentration camp in new jersey arrests imminent jewsagainstice httpstcoptqnvznzr,non-antisemitic
realdonaldtrump oann foxandfriends assume trump and pence will partner with jews for jesus on their new jexodus� httpstcoydrjudof,non-antisemitic
as predicted realdonaldtrump addressing a room full of jews invoked antisemitic tropes suggesting jews are motivated by money and not loyal enough to israel his remarks were unequivocally antisemitic deeply offensive and completely consistent with his past statements httpstcosinykkouk,non-antisemitic
jews weren�t getting their asses kicked on the streets of nyc on rudygiuliani�s watch that�s happening on your watch you worthless piece of garbage httpstcozzqqooessf,non-antisemitic
"rt realcandaceo democrats hate

babies
airplanes
cows
jews

just want to make sure i�m accurately following their  platform",non-antisemitic
speakerpelosi   the trump admin is the worst danger to jews poc amp democracy httpstcopquvucgrag,antisemitic
alan dershowitz just said something about jews that everyone needs to hear  israelvideos httpstcosyhpeeyb� httpstcoxyytroffh,non-antisemitic
faces of nazi guards who killed a million jews go online httpstcouhlhrszu,non-antisemitic
"muslim 
gets killed by isis in syriaampiraq 
gets killed by jews in palestine 
gets killed by budhists in burma 
get� httpstcogwullkgrl",antisemitic
hi jessphillips would you like to comment on this article about jc�s long standing work supporting jews and the je� httpstcoehynhbjg,non-antisemitic
"in jacksonville i met a jewish woman who voted for president obama twice 

she was actually wearing a jews for� httpstcomfuyvbkfz",non-antisemitic
the ihra represses basic freedom of expression rights of palestinians and jews httpstcouosenpmd,non-antisemitic
democrats have treated jews like crap for decades yet american jews consistently vote overwhelmingly for dems  i� httpstcohccggwfb,non-antisemitic
"donald trump�s day so far

 says �i am the chosen one�
 calls himself the �king of israel� after calling jews �d� httpstcovncroidy",non-antisemitic
ask ilhan does rep omar believe jews were responsible for  given her own conspiratorial jewhatred does sh� httpstcojpbilgpgxs,non-antisemitic
this would be silly if it wasnt the president of the united states transparently trying to convince jews to vote� httpstcouosawcfck,non-antisemitic
"i am a muslim  

isis kill me in syria  amp iraq  
terrorists kill me in pakistan  
jews kill me in palestine� httpstcodivdx",antisemitic
atheistic_ rosarubicon it�s so sad church�s with a name of someone who directly contributed to the death of jews,non-antisemitic
the rioters who were trying to stop jews from touring the holy site threw rocks and chairs at policemen guarding� httpstcoyyeywypgd,non-antisemitic
a jewish convert to islam samaw�al almaghrib d ca  complains that the jews accept the premises of the ar� httpstcoudlpng,non-antisemitic
"its too late for him to realise this after his own family gifted palestine to those foreign jews
historica� httpstcolxxrpzz",antisemitic
 young american jews just interrupted president trump�s speech at rjc | jews are here to say [israels] occupat� httpstcorjuccrcyb,non-antisemitic
